Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Fwd IAT Mean,Bwd IAT Mean,Active Mean,Idle Mean,Min Idle,Max Idle
5855.782985687256,4,5,241,324,78,54,60.25,78,60,64.8,96.48581605243514,1.5369422026051616,160,200,0.6830854233800718,0.8538567792250897,54,78,62.77777777777778,8.891666232774469,79.06172839506172,1.9374748071034749,1.4470078349113464,0.0,0.0,0,0
3.194093704223633,1,1,83,261,83,83,83.0,261,261,261.0,107698.78151825035,626.1557065014556,28,28,313.0778532507278,313.0778532507278,83,261,172.0,89.0,7921.0,0.0,0.0,0.0,0.0,0,0
950.8893489837646,11,12,1351,6466,571,54,122.81818181818181,1510,60,538.8333333333334,8220.725164662104,24.18788266435057,440,480,11.56811779599375,12.61976486835682,54,1510,339.8695652173913,473.2805312366409,223994.46124763705,0.09508893489837647,0.016052072698419743,0.0,0.0,0,0
51352.784872055054,21,17,17262,4322,1478,60,822.0,794,54,254.23529411764707,420.3082667040613,0.7399793427888404,840,680,0.4089359525938328,0.3310433901950075,54,1478,568.0,585.0990919224034,342340.94736842107,2.5652255058288573,3.1607849448919296,0.0,0.0,0,0
735.8391284942627,2,3,499,3137,445,54,249.5,1478,181,1045.6666666666667,4941.297437444372,6.794963472833294,80,120,2.7179853891333177,4.076978083699976,54,1478,727.2,625.87072147529,391714.16,0.7358391284942627,0.33981573581695557,0.0,0.0,0,0
524.2729187011719,12,13,11635,3205,1478,54,969.5833333333334,1478,60,246.53846153846155,28305.86793757049,47.685087495907155,480,520,22.888841998035435,24.79624549787172,54,1478,593.6,662.4726409445149,438870.00000000006,0.047570141878995026,0.04005289077758789,0.0,0.0,0,0
88.49835395812988,1,1,82,110,82,82,82.0,110,110,110.0,2169.5318772916225,22.5992903884544,28,28,11.2996451942272,11.2996451942272,82,110,96.0,14.0,196.0,0.0,0.0,0.0,0.0,0,0
10.777473449707031,1,1,82,114,82,82,82.0,114,114,114.0,18186.080523847446,185.5722502433413,28,28,92.78612512167065,92.78612512167065,82,114,98.0,16.0,256.0,0.0,0.0,0.0,0.0,0,0
42.67144203186035,1,1,82,114,82,82,82.0,114,114,114.0,4593.235912994407,46.86975421422864,28,28,23.43487710711432,23.43487710711432,82,114,98.0,16.0,256.0,0.0,0.0,0.0,0.0,0,0
45289.73698616028,11,13,3358,5542,1486,54,305.27272727272725,1486,60,426.3076923076923,196.51251237603077,0.5299213816881728,440,520,0.2428806332737459,0.28704074841442695,54,1486,370.8333333333333,526.6679588591743,277379.13888888893,4.524933958053589,3.770408491293589,0.0,0.0,0,0
42.16408729553223,1,1,82,110,82,82,82.0,110,110,110.0,4553.638233747434,47.433731601535776,28,28,23.716865800767888,23.716865800767888,82,110,96.0,14.0,196.0,0.0,0.0,0.0,0.0,0,0
44.83509063720703,1,1,82,114,82,82,82.0,114,114,114.0,4371.575861995619,44.60791695913896,28,28,22.30395847956948,22.30395847956948,82,114,98.0,16.0,256.0,0.0,0.0,0.0,0.0,0,0
45.97616195678711,1,1,82,110,82,82,82.0,110,110,110.0,4176.077163214719,43.50080378348666,28,28,21.75040189174333,21.75040189174333,82,110,96.0,14.0,196.0,0.0,0.0,0.0,0.0,0,0
1.6179084777832031,1,1,83,227,83,83,83.0,227,227,227.0,191605.39935160626,1236.1638667845564,28,28,618.0819333922782,618.0819333922782,83,227,155.0,72.0,5184.0,0.0,0.0,0.0,0.0,0,0
1682.7454566955566,8,7,567,613,165,54,70.875,241,60,87.57142857142857,701.2349938636538,8.914004159283735,320,280,4.754135551617992,4.159868607665743,54,241,78.66666666666667,50.91387062699341,2592.222222222222,0.19794259752546037,0.23159166177113852,0.0,0.0,0,0
45219.9273109436,8,8,552,560,84,54,69.0,80,60,70.0,24.590928515952893,0.35382630958205596,320,320,0.17691315479102798,0.17691315479102798,54,84,69.5,12.757350822173073,162.75,6.459989615849087,6.4550612313406805,0.0,0.0,0,0
45287.36138343811,14,14,3616,1726,1478,54,258.2857142857143,326,60,123.28571428571429,117.95785483659476,0.6182740425729415,560,560,0.30913702128647075,0.30913702128647075,54,1478,190.78571428571428,291.8105252609323,85153.38265306123,3.48089207135714,3.480677237877479,0.0,0.0,0,0
65.65976142883301,1,1,76,196,76,76,76.0,196,196,196.0,4142.567595144465,30.460055846650473,28,28,15.230027923325236,15.230027923325236,76,196,136.0,60.0,3600.0,0.0,0.0,0.0,0.0,0,0
35.692691802978516,1,1,76,280,76,76,76.0,280,280,280.0,9974.030593296195,56.03387973761907,28,28,28.016939868809533,28.016939868809533,76,280,178.0,102.0,10404.0,0.0,0.0,0.0,0.0,0,0
31.912803649902344,1,1,76,160,76,76,76.0,160,160,160.0,7395.150942832382,62.67077070196934,28,28,31.33538535098467,31.33538535098467,76,160,118.0,42.0,1764.0,0.0,0.0,0.0,0.0,0,0
34.091949462890625,1,1,76,208,76,76,76.0,208,208,208.0,8330.412442654135,58.664876356719255,28,28,29.332438178359627,29.332438178359627,76,208,142.0,66.0,4356.0,0.0,0.0,0.0,0.0,0,0
1.0657310485839844,1,1,76,237,76,76,76.0,237,237,237.0,293695.11230425054,1876.6460850111857,28,28,938.3230425055929,938.3230425055929,76,237,156.5,80.5,6480.25,0.0,0.0,0.0,0.0,0,0
22.29166030883789,1,1,76,280,76,76,76.0,280,280,280.0,15970.098012791717,89.71965175725684,28,28,44.85982587862842,44.85982587862842,76,280,178.0,102.0,10404.0,0.0,0.0,0.0,0.0,0,0
54191.54334068298,3,3,339,180,113,113,113.0,60,60,60.0,9.577140048166397,0.11071838205972713,120,120,0.055359191029863565,0.055359191029863565,60,113,86.5,26.5,702.25,27.061485290527344,27.062299728393555,0.0,0.0,0,0
284.52181816101074,6,4,425,293,107,60,70.83333333333333,107,54,73.25,2523.532306382508,35.14668950393465,240,160,21.08801370236079,14.05867580157386,54,107,71.8,19.35355264544471,374.55999999999995,0.05690436363220215,0.017058928807576496,0.0,0.0,0,0
47540.05527496338,7,7,518,767,190,54,74.0,343,60,109.57142857142857,27.029838155799027,0.2944885090904174,280,280,0.1472442545452087,0.1472442545452087,54,343,91.78571428571429,77.80945459576104,6054.311224489798,7.915421764055888,7.915359139442444,0.0,0.0,0,0
47533.538818359375,10,11,3563,1231,1494,54,356.3,535,60,111.9090909090909,100.85510397867459,0.4417933215586497,400,440,0.21037777217078557,0.23141554938786413,54,1494,228.28571428571428,422.92250138396605,178863.44217687077,5.2766298982832165,4.748889756202698,0.0,0.0,0,0
67.20232963562012,4,3,258,186,78,60,64.5,78,54,62.0,6606.913813961904,104.16305562552552,160,120,59.52174607172886,44.641309553796646,54,78,63.42857142857143,9.54473890770861,91.10204081632652,0.022400776545206707,0.0009399652481079102,0.0,0.0,0,0
45794.37279701233,16,20,4620,10147,1510,54,288.75,1510,60,507.35,322.46320012845365,0.7861227876091509,640,800,0.3493879056040671,0.4367348820050838,54,1510,410.19444444444446,545.0127327485338,297038.8788580248,3.0482525984446207,2.4069080101816276,0.0,0.0,0,0
40.56954383850098,1,1,105,192,105,105,105.0,192,192,192.0,7320.762618931482,49.29806477394938,28,28,24.64903238697469,24.64903238697469,105,192,148.5,43.5,1892.25,0.0,0.0,0.0,0.0,0,0
47.567129135131836,1,1,105,192,105,105,105.0,192,192,192.0,6243.8075494584255,42.045842083895124,28,28,21.022921041947562,21.022921041947562,105,192,148.5,43.5,1892.25,0.0,0.0,0.0,0.0,0,0
10.44154167175293,1,1,105,192,105,105,105.0,192,192,192.0,28444.075533736726,191.54259618677932,28,28,95.77129809338966,95.77129809338966,105,192,148.5,43.5,1892.25,0.0,0.0,0.0,0.0,0,0
3026.8852710723877,4,0,848,0,212,212,212.0,0,0,0.0,280.15597687307263,1.3214904569484558,112,0,1.3214904569484558,0.0,212,212,212.0,0.0,0.0,1.0089617570241292,0.0,0.0,0.0,0,0
45477.683782577515,4,4,220,264,55,55,55.0,66,66,66.0,10.642582465587665,0.17591045397665564,160,160,0.08795522698832782,0.08795522698832782,55,66,60.5,5.5,30.25,15.122334400812784,15.123183568318685,0.0,0.0,0,0
30199.01704788208,3,3,165,180,55,55,55.0,60,60,60.0,11.424212895836474,0.19868196340585173,120,120,0.09934098170292587,0.09934098170292587,55,60,57.5,2.5,6.25,15.069583177566528,15.063954710960388,0.0,0.0,0,0
30495.82266807556,15,20,5139,10964,1494,54,342.6,1510,60,548.2,528.0395343083289,1.1476981743023977,600,800,0.4918706461295991,0.6558275281727988,54,1510,460.0857142857143,587.7596385029012,345461.3926530612,2.172396012714931,1.60087157550611,0.0,0.0,0,0
39.51001167297363,1,1,78,202,78,78,78.0,202,202,202.0,7086.811371193058,50.620081222807556,28,28,25.310040611403778,25.310040611403778,78,202,140.0,62.0,3844.0,0.0,0.0,0.0,0.0,0,0
10.40029525756836,1,1,78,199,78,78,78.0,199,199,199.0,26633.859245334923,192.30223281830268,28,28,96.15111640915134,96.15111640915134,78,199,138.5,60.5,3660.25,0.0,0.0,0.0,0.0,0,0
9.050607681274414,1,1,78,223,78,78,78.0,223,223,223.0,33257.43536787756,220.97963699586418,28,28,110.48981849793209,110.48981849793209,78,223,150.5,72.5,5256.25,0.0,0.0,0.0,0.0,0,0
41.609764099121094,1,1,78,178,78,78,78.0,178,178,178.0,6152.402099424721,48.065641401755634,28,28,24.032820700877817,24.032820700877817,78,178,128.0,50.0,2500.0,0.0,0.0,0.0,0.0,0,0
39.617061614990234,1,1,78,202,78,78,78.0,202,202,202.0,7067.6619765776395,50.483299832697426,28,28,25.241649916348713,25.241649916348713,78,202,140.0,62.0,3844.0,0.0,0.0,0.0,0.0,0,0
34.673213958740234,1,1,78,178,78,78,78.0,178,178,178.0,7383.220958536753,57.68141373856838,28,28,28.84070686928419,28.84070686928419,78,178,128.0,50.0,2500.0,0.0,0.0,0.0,0.0,0,0
378.5231113433838,11,10,2379,2568,1510,54,216.27272727272728,1510,60,256.8,13069.215199153965,55.47877889270937,440,400,29.060312753323956,26.418466139385416,54,1510,235.57142857142858,419.9390626347239,176348.81632653056,0.03216118812561035,0.03601646423339844,0.0,0.0,0,0
360.3496551513672,11,8,2379,2441,1510,54,216.27272727272728,1510,60,305.125,13375.897357180287,52.72656634573142,440,320,30.525906831739242,22.20065951399218,54,1510,253.68421052631578,437.5323209272152,191434.53185595566,0.03603496551513672,0.04568733487810407,0.0,0.0,0,0
32.56559371948242,1,1,105,192,105,105,105.0,192,192,192.0,9120.054820997144,61.414510579105354,28,28,30.707255289552677,30.707255289552677,105,192,148.5,43.5,1892.25,0.0,0.0,0.0,0.0,0,0
3.454923629760742,1,1,105,192,105,105,105.0,192,192,192.0,85964.27354909944,578.8839969636326,28,28,289.4419984818163,289.4419984818163,105,192,148.5,43.5,1892.25,0.0,0.0,0.0,0.0,0,0
424.41439628601074,12,9,2445,2506,1510,54,203.75,1510,60,278.44444444444446,11665.485533303035,49.47994267811831,480,360,28.274252958924748,21.20568971919356,54,1510,235.76190476190476,419.9570164809846,176363.89569160994,0.032228578220714225,0.04748675227165222,0.0,0.0,0,0
33.55813026428223,1,1,105,192,105,105,105.0,192,192,192.0,8850.314295254808,59.59807606232194,28,28,29.79903803116097,29.79903803116097,105,192,148.5,43.5,1892.25,0.0,0.0,0.0,0.0,0,0
424.35383796691895,12,12,2433,2704,1510,54,202.75,1510,60,225.33333333333334,12105.463743680013,56.55657579293757,480,480,28.278287896468786,28.278287896468786,54,1510,214.04166666666666,397.01988606435765,157624.78993055553,0.03857762163335627,0.03462104363874956,0.0,0.0,0,0
30588.613986968994,21,15,9824,5806,1510,54,467.8095238095238,1510,60,387.06666666666666,510.9744431917873,1.1769085063918328,840,600,0.6865299620619024,0.4903785443299303,54,1510,434.1666666666667,566.6654656850018,321109.7499999999,1.5253631591796875,2.180377551487514,0.0,0.0,0,0
2.309083938598633,1,1,83,227,83,83,83.0,227,227,227.0,134252.37377387713,866.1443469282395,28,28,433.07217346411977,433.07217346411977,83,227,155.0,72.0,5184.0,0.0,0.0,0.0,0.0,0,0
969.4690704345703,7,7,513,613,165,54,73.28571428571429,241,60,87.57142857142857,1161.4604677333994,14.4408939149801,280,280,7.22044695749005,7.22044695749005,54,241,80.42857142857143,52.257213153119956,2730.816326530613,0.16141045093536377,0.11198047796885173,0.0,0.0,0,0
3.002643585205078,1,1,94,535,94,94,94.0,535,535,535.0,209482.07209782436,666.0797205018263,28,28,333.03986025091314,333.03986025091314,94,535,314.5,220.5,48620.25,0.0,0.0,0.0,0.0,0,0
167.11711883544922,2,1,139,85,85,54,69.5,85,85,85.0,1340.3773447085343,17.951482295203583,80,40,11.967654863469056,5.983827431734528,54,85,74.66666666666667,14.613540144521982,213.55555555555557,0.16711711883544922,0.0,0.0,0.0,0,0
79.68616485595703,1,1,55,66,55,55,55.0,66,66,66.0,1518.4568139114617,25.098459734073746,40,40,12.549229867036873,12.549229867036873,55,66,60.5,5.5,30.25,0.0,0.0,0.0,0.0,0,0
10152.642011642456,6,5,1553,643,1271,54,258.8333333333333,397,60,128.6,216.29837804600572,1.0834618208133255,240,200,0.5909791749890867,0.4924826458242389,54,1271,199.63636363636363,352.37177493181133,124165.8677685951,2.022980833053589,2.5294771790504456,0.0,0.0,0,0
148.3325958251953,4,3,970,749,796,54,242.5,623,60,249.66666666666666,11588.82166415924,47.19124586917666,160,120,26.966426210958094,20.22481965821857,54,796,245.57142857142858,297.0694277403166,88250.24489795919,0.04944419860839844,0.032955288887023926,0.0,0.0,0,0
